TS,Value,Class
2014-10-02,0.02999900000000366,0
2014-10-03,0.009995000000003529,0
2014-10-04,0.0,0
2014-10-05,0.0,0
2014-10-06,0.0,0
2014-10-07,0.029998000000006186,0
2014-10-08,0.05000400000000127,0
2014-10-09,0.050003000000003794,0
2014-10-10,0.08999599999998509,0
2014-10-11,0.01000999999999408,0
2014-10-12,0.0,0
2014-10-13,0.0,0
2014-10-14,0.039993000000009715,0
2014-10-15,0.06999200000001338,0
2014-10-16,0.060012999999997874,0
2014-10-17,0.01998899999998116,0
2014-10-18,0.0,0
2014-10-19,0.0,0
2014-10-20,0.0,0
2014-10-21,0.020004000000000133,0
2014-10-22,0.050003000000003794,0
2014-10-23,0.06999200000001338,0
2014-10-24,0.020004999999997608,0
2014-10-25,0.0,0
2014-10-26,0.0,0
2014-10-27,0.009994000000006054,0
2014-10-28,0.0,0
2014-10-29,0.0,0
2014-10-30,0.0,0
2014-10-31,0.04000899999999774,0
2014-11-01,0.06999199999998496,0
2014-11-02,0.08000100000000998,0
2014-11-03,0.02999900000000366,0
2014-11-04,0.060012999999997874,0
2014-11-05,0.08999599999998509,0
2014-11-06,0.5099950000000035,0
2014-11-07,0.6600040000000149,0
2014-11-08,0.410002999999989,0
2014-11-09,0.3999939999999924,0
2014-11-10,0.6600040000000149,0
2014-11-11,0.5599970000000098,0
2014-11-12,0.5599979999999789,0
2014-11-13,0.6000060000000076,0
2014-11-14,0.47000099999999634,0
2014-11-15,0.29998800000001324,0
2014-11-16,0.3000030000000038,0
2014-11-17,0.7100069999999903,0
2014-11-18,0.6099999999999852,0
2014-11-19,0.6400000000000148,0
2014-11-20,0.5599970000000098,0
2014-11-21,0.38999999999998636,0
2014-11-22,0.18000799999998662,0
2014-11-23,0.18998700000000213,0
2014-11-24,0.2100070000000187,0
2014-11-26,0.9199979999999925,0
2014-11-27,0.4499969999999962,0
2014-11-28,0.36000000000001364,0
2014-11-29,0.27999900000000366,0
2014-11-30,0.24000599999999395,0
2014-12-01,0.819991999999985,0
2014-12-02,0.9400020000000211,0
2014-12-03,0.990005999999994,0
2014-12-04,0.910002999999989,0
2014-12-05,0.8699950000000172,0
2014-12-06,0.5500029999999754,0
2014-12-07,0.5800020000000075,0
2014-12-08,0.8999939999999924,0
2014-12-09,1.1900030000000186,0
2014-12-10,1.0,0
2014-12-11,0.759994000000006,0
2014-12-12,0.8700099999999793,0
2014-12-13,0.29998800000001324,0
2014-12-14,0.3600009999999827,0
2014-12-15,0.8700100000000077,0
2014-12-16,0.8999939999999924,0
2014-12-17,0.8800050000000113,0
2014-12-18,0.8399960000000135,0
2014-12-19,0.7599949999999751,0
2014-12-20,0.41999800000002097,0
2014-12-21,0.5700070000000039,0
2014-12-22,1.2899939999999788,0
2014-12-23,1.2200009999999963,0
2014-12-24,1.2200010000000248,0
2014-12-25,1.0,0
2014-12-26,0.9499969999999962,0
2014-12-27,0.5100099999999941,0
2014-12-28,0.8399959999999851,0
2014-12-29,1.75,0
2014-12-30,1.5099950000000035,0
2014-12-31,1.5500030000000038,0
2015-01-01,1.570007000000004,0
2015-01-02,1.4799959999999999,0
2015-01-03,0.6999969999999962,0
2015-01-04,0.43000800000001504,0
2015-01-05,1.1599879999999985,0
2015-01-06,1.1800079999999866,0
2015-01-07,0.9299929999999961,0
2015-01-08,1.070007000000004,0
2015-01-09,0.7200009999999963,0
2015-01-10,0.41999800000002097,0
2015-01-11,0.45999199999999973,0
2015-01-12,1.2200009999999963,0
2015-01-13,0.9800109999999904,0
2015-01-14,0.6799929999999961,0
2015-01-15,0.8600000000000136,0
2015-01-16,0.9400029999999902,0
2015-01-17,0.6100000000000136,0
2015-01-18,0.6799929999999961,0
2015-01-19,1.150008999999983,0
2015-01-20,1.3000030000000038,0
2015-01-21,1.3199920000000134,0
2015-01-22,1.1600039999999865,0
2015-01-23,1.4199979999999925,0
2015-01-24,0.8900000000000148,0
2015-01-25,0.9199979999999925,0
2015-01-26,1.3300020000000075,0
2015-01-27,1.1900019999999927,0
2015-01-28,1.0599980000000073,0
2015-01-29,0.9499959999999987,0
2015-01-30,1.16999899999999,0
2015-01-31,1.0299980000000062,0
2015-02-01,0.9000100000000089,0
2015-02-02,1.3599999999999852,0
2015-02-03,1.5500030000000038,0
2015-02-04,1.6499939999999924,0
2015-02-05,1.7400060000000224,0
2015-02-06,1.6499939999999924,0
2015-02-07,0.9600059999999928,0
2015-02-08,0.9899900000000059,0
2015-02-09,1.4700019999999938,0
2015-02-10,1.3000030000000038,0
2015-02-11,1.160002999999989,0
2015-02-12,0.9099890000000244,0
2015-02-13,0.8200069999999755,0
2015-02-14,0.4100040000000149,0
2015-02-15,0.47999599999999987,0
2015-02-16,1.0399930000000097,0
2015-02-17,0.9300079999999866,0
2015-02-18,0.9499969999999962,0
2015-02-19,1.0299980000000062,0
2015-02-20,0.9400029999999902,0
2015-02-21,0.5399930000000097,0
2015-02-22,0.75,0
2015-02-23,0.9800109999999904,0
2015-02-24,1.25,0
2015-02-25,1.1599890000000244,0
2015-02-26,0.9299919999999702,0
2015-02-27,1.080016999999998,0
2015-02-28,0.5499880000000417,0
2015-03-01,0.42001399999998057,0
2015-03-02,0.7900080000000003,0
2015-03-03,0.7200009999999679,0
2015-03-04,1.0199890000000096,0
2015-03-05,0.6099859999999921,0
2015-03-17,8.660003000000017,0
2015-03-18,0.6600040000000149,0
2015-03-19,0.5700069999999755,0
2015-03-20,0.5599980000000073,0
2015-03-21,0.3999939999999924,0
2015-03-22,0.39001400000000785,0
