TS,Value,Class
2014-10-02,1.9580080000000635,0
2014-10-03,1.7851559999999154,0
2014-10-04,1.2749029999999948,0
2014-10-05,1.3730460000001585,0
2014-10-06,1.625977000000148,0
2014-10-07,1.6301269999999022,0
2014-10-08,1.6518550000000687,0
2014-10-09,1.622070999999778,0
2014-10-10,1.5290530000002036,0
2014-10-11,1.3579100000001745,0
2014-10-12,1.458983999999873,0
2014-10-13,1.5969239999999445,0
2014-10-14,1.6511230000000978,0
2014-10-15,1.6928709999997409,0
2014-10-16,1.6550290000000132,0
2014-10-17,1.5830080000000635,0
2014-10-18,1.3601079999998547,0
2014-10-19,1.4260250000002088,0
2014-10-20,1.5559079999998175,0
2014-10-21,1.6091310000001613,0
2014-10-22,1.7568360000000212,0
2014-10-23,1.861084000000119,0
2014-10-24,1.7980959999999868,0
2014-10-25,1.5119629999999233,0
2014-10-26,1.5,0
2014-10-27,1.5229490000001533,0
2014-10-28,1.4560539999997673,0
2014-10-29,1.5759280000002036,0
2014-10-30,1.5319829999998547,0
2014-10-31,2.8879390000001877,0
2014-11-01,3.896972999999889,0
2014-11-02,3.3950190000000475,0
2014-11-03,3.037109999999757,0
2014-11-04,4.749023000000307,0
2014-11-05,5.802001999999902,0
2014-11-06,6.047851999999693,0
2014-11-07,6.179199000000153,0
2014-11-08,5.464844000000085,0
2014-11-09,5.968993999999839,0
2014-11-10,6.058105000000069,0
2014-11-11,5.6970219999998335,0
2014-11-12,6.259033000000272,0
2014-11-13,5.890868999999839,0
2014-11-14,4.968018000000029,0
2014-11-15,5.344970000000103,0
2014-11-16,6.07714900000019,0
2014-11-17,6.722899999999754,0
2014-11-18,6.210938000000169,0
2014-11-19,6.254149999999754,0
2014-11-20,5.6218260000000555,0
2014-11-21,4.467040999999881,0
2014-11-22,3.394043000000238,0
2014-11-23,3.450927999999749,0
2014-11-24,3.6020510000003014,0
2014-11-25,4.100097000000005,0
2014-11-26,4.3718260000000555,0
2014-11-27,4.741211000000021,0
2014-11-28,3.7897949999996854,0
2014-11-29,3.521972999999889,0
2014-11-30,4.050049000000399,0
2014-12-01,6.796141999999691,0
2014-12-02,8.218995000000177,0
2014-12-03,8.936035000000174,0
2014-12-04,8.708006999999725,0
2014-12-05,8.13281300000017,0
2014-12-06,8.89306600000009,0
2014-12-07,9.089111999999659,0
2014-12-08,8.097900000000209,0
2014-12-09,9.673095999999987,0
2014-12-10,9.306884999999966,0
2014-12-11,7.584961000000021,0
2014-12-12,8.232176999999865,0
2014-12-13,7.244873000000098,0
2014-12-14,7.318115999999918,0
2014-12-15,7.86889599999995,0
2014-12-16,8.008057000000008,0
2014-12-17,7.437010999999984,0
2014-12-18,6.951905000000352,0
2014-12-19,6.4250489999999445,0
2014-12-20,6.1340329999998175,0
2014-12-21,7.198973999999907,0
2014-12-22,8.23193399999991,0
2014-12-23,7.998047000000042,0
2014-12-24,8.249023000000307,0
2014-12-25,7.125,0
2014-12-26,6.909911999999622,0
2014-12-27,7.025147000000288,0
2014-12-28,8.327881000000161,0
2014-12-29,10.029051999999865,0
2014-12-30,9.98803799999996,0
2014-12-31,10.648924999999963,0
2015-01-01,10.765136999999868,0
2015-01-02,10.648926000000301,0
2015-01-03,9.492919999999685,0
2015-01-04,7.484131000000161,0
2015-01-05,9.357910000000174,0
2015-01-06,9.519042999999783,0
2015-01-07,8.104980000000069,0
2015-01-08,8.782959000000119,0
2015-01-09,6.083984999999757,0
2015-01-10,5.581054000000222,0
2015-01-11,6.377929999999651,0
2015-01-12,7.800049000000399,0
2015-01-13,7.996092999999746,0
2015-01-14,7.03979500000014,0
2015-01-15,7.5830080000000635,0
2015-01-16,7.468993999999839,0
2015-01-17,7.752198000000135,0
2015-01-18,8.666014999999788,0
2015-01-19,7.986816999999974,0
2015-01-20,8.583984000000328,0
2015-01-21,9.163085999999566,0
2015-01-22,9.21801800000003,0
2015-01-23,10.868896000000404,0
2015-01-24,10.184081999999762,0
