TS,Value,Class
2014-10-02,1.6298830000005182,0
2014-10-03,1.5668939999995928,0
2014-10-04,1.5083009999998467,0
2014-10-05,1.6308590000007825,0
2014-10-06,1.7709959999992861,0
2014-10-07,1.837891000000127,0
2014-10-08,1.7861330000005182,0
2014-10-09,1.805663999999524,0
2014-10-10,1.6459960000001956,0
2014-10-11,1.5483400000002803,0
2014-10-12,1.6630859999995664,0
2014-10-13,1.7578119999998307,0
2014-10-14,1.7138670000003913,0
2014-10-15,1.8139650000002803,0
2014-10-16,1.8291019999996934,0
2014-10-17,1.659179999999651,0
2014-10-18,1.524902000000111,0
2014-10-19,1.5488279999999577,0
2014-10-20,1.7680660000005446,0
2014-10-21,1.7221679999993285,0
2014-10-22,1.9140630000001693,0
2014-10-23,1.9838870000003226,0
2014-10-24,1.980956999999762,0
2014-10-25,1.644043000000238,0
2014-10-26,1.703125,0
2014-10-27,1.574706999999762,0
2014-10-28,1.622070000000349,0
2014-10-29,1.6040039999998044,0
2014-10-30,1.556152000000111,0
2014-10-31,1.93115299999954,0
2014-11-01,2.1635740000001533,0
2014-11-02,2.412108999999873,0
2014-11-03,2.291016000000127,0
2014-11-04,3.4208980000003066,0
2014-11-05,4.058105999999498,0
2014-11-06,4.041015000000698,0
2014-11-07,5.298827999999958,0
2014-11-08,5.3940429999993285,0
2014-11-09,5.721191999999974,0
2014-11-10,5.589844000000085,0
2014-11-11,5.30322200000046,0
2014-11-12,5.219726999999693,0
2014-11-13,5.057128999999804,0
2014-11-14,4.167968000000656,0
2014-11-15,4.843261999999413,0
2014-11-16,5.20459000000028,0
2014-11-17,5.584472999999889,0
2014-11-18,5.149902000000111,0
2014-11-19,5.448730000000069,0
2014-11-20,4.703125,0
2014-11-21,3.659179999999651,0
2014-11-22,3.015625,0
2014-11-23,3.0122070000006715,0
2014-11-24,3.0,0
2014-11-25,3.559081999999762,0
2014-11-26,3.8227539999998044,0
2014-11-27,4.019043000000238,0
2014-11-28,3.1132809999999154,0
2014-11-29,3.0888679999998203,0
2014-11-30,3.8359369999998307,0
2014-12-01,5.959961000000476,0
2014-12-02,7.283202999999958,0
2014-12-03,8.052733999999873,0
2014-12-04,7.514161000000058,0
2014-12-05,7.2001949999994395,0
2014-12-06,8.04980500000056,0
2014-12-07,8.041014999999788,0
2014-12-08,6.683106000000407,0
2014-12-09,8.652831999999762,0
2014-12-10,7.930175999999847,0
2014-12-11,6.44384700000046,0
2014-12-12,7.273925999999847,0
2014-12-13,6.397949000000153,0
2014-12-14,6.952148999999736,0
2014-12-15,7.009764999999788,0
2014-12-16,7.187989000000016,0
2014-12-17,6.395019000000502,0
2014-12-18,5.815429999999651,0
2014-12-19,5.830565999999635,0
2014-12-20,5.429199000000153,0
2014-12-21,6.983887000000323,0
2014-12-22,8.409179999999651,0
2014-12-23,8.024902000000111,0
2014-12-24,8.027831999999762,0
2014-12-25,6.497070000000349,0
2014-12-26,6.190918000000238,0
2014-12-27,6.590331999999762,0
2014-12-28,8.080079000000296,0
2014-12-29,10.24072199999955,0
2014-12-30,9.775878999999804,0
2014-12-31,10.17041000000063,0
2015-01-01,10.395019999999931,0
2015-01-02,10.07958999999937,0
2015-01-03,8.39697200000046,0
2015-01-04,6.144043000000238,0
2015-01-05,8.167969000000085,0
2015-01-06,8.689452999999958,0
2015-01-07,7.077636999999413,0
2015-01-08,7.807128999999804,0
2015-01-09,5.269043000000238,0
2015-01-10,5.666014999999788,0
2015-01-11,6.2529300000005605,0
2015-01-12,8.0,0
2015-01-13,6.806152000000111,0
2015-01-14,5.824706999999762,0
2015-01-15,6.315918000000238,0
2015-01-16,6.660156999999344,0
2015-01-17,7.311035000000629,0
2015-01-18,8.421875,0
2015-01-19,8.348143999999593,0
2015-01-20,9.227050999999847,0
2015-01-21,9.698731000000407,0
2015-01-22,8.568358999999873,0
2015-01-23,10.133789000000434,0
2015-01-24,9.530273999999736,0
2015-01-25,9.695799999999508,0
2015-01-26,9.215821000000687,0
2015-01-27,8.46728499999972,0
2015-01-28,7.970702999999958,0
2015-01-29,6.837402000000111,0
2015-01-30,8.15478499999972,0
2015-01-31,8.244141000000127,0
2015-02-01,8.853027000000111,0
2015-02-02,9.61084000000028,0
2015-02-03,10.417968999999175,0
2015-02-04,11.454102000000603,0
2015-02-05,11.548827999999958,0
2015-02-06,11.594237999999677,0
2015-02-07,10.520019000000502,0
2015-02-08,10.27490299999954,0
2015-02-09,9.810058000000026,0
2015-02-10,9.262695999999778,0
2015-02-11,8.473144000000502,0
