TS,Value,Class
2014-10-18,0.0,0
2014-10-19,0.0,0
2014-10-20,0.0,0
2014-10-21,0.0,0
2014-10-22,0.0,0
2014-10-23,0.0,0
2014-10-24,0.0,0
2014-10-25,0.0,0
2014-10-26,0.0,0
2014-10-27,0.0,0
2014-10-28,0.0,0
2014-11-03,0.0,0
2014-11-04,0.3105470000009518,0
2014-11-05,0.0,0
2014-11-06,2.7001949999994395,0
2014-11-07,3.7197269999996934,0
2014-11-08,3.8095700000012584,0
2014-11-09,3.9804689999982656,0
2014-11-10,4.5996090000007825,0
2014-11-11,1.3398440000000846,0
2014-11-13,13.57031300000017,0
2014-11-14,4.25,0
2014-11-15,3.2099600000001374,0
2014-11-16,3.490234999999302,0
2014-11-17,4.9501950000012584,0
2014-11-18,4.349609999999302,0
2014-11-19,4.52050699999927,0
2014-11-20,3.899414000001343,0
2014-11-21,3.0498049999987416,0
2014-11-22,2.1298829999996087,0
2014-11-23,1.850586000000476,0
2014-11-24,1.3701170000003913,0
2014-11-26,6.0595699999994395,0
2014-11-27,3.25,0
2014-11-28,2.75,0
2014-11-29,2.169922000000952,0
2014-11-30,2.3798829999996087,0
2014-12-01,4.4404300000005605,0
2014-12-02,6.129882999999609,0
2014-12-03,7.209960000000137,0
2014-12-04,6.820313000000169,0
2014-12-05,6.719726999999693,0
2014-12-06,5.77050699999927,0
2014-12-07,5.779297000000952,0
2014-12-08,6.580077999999048,0
2014-12-09,7.5,0
2014-12-10,7.7998050000005605,0
2014-12-11,5.610351999999693,0
2014-12-12,6.219726000001174,0
2014-12-13,4.310546999999133,0
2014-12-14,4.410155999999915,0
2014-12-15,5.849609999999302,0
2014-12-16,6.259765000000698,0
2014-12-17,5.540038999999524,0
2014-12-18,5.209961000000476,0
2014-12-19,4.709961000000476,0
2014-12-20,3.810546999999133,0
2014-12-21,4.540039000001343,0
2014-12-22,7.3095699999994395,0
2014-12-23,7.469726999999693,0
2014-12-24,7.470703000000867,0
2014-12-25,6.849609999999302,0
2014-12-26,5.860350999999355,0
2014-12-27,4.629882999999609,0
2014-12-28,5.82031200000165,0
2014-12-29,9.92968799999835,0
2014-12-30,8.399414000001343,0
2014-12-31,5.140625,0
2015-01-01,5.290038999999524,0
2015-01-02,5.459961000000476,0
2015-01-03,3.2294920000003913,0
2015-01-04,2.2607419999985723,0
2015-01-05,6.189453000000867,0
2015-01-06,7.860351999999693,0
2015-01-07,6.7597659999992175,0
2015-01-08,6.969726000001174,0
2015-01-09,5.6503909999992175,0
2015-01-10,4.339844000000085,0
2015-01-11,4.3095699999994395,0
2015-01-12,7.370117000000391,0
2015-01-13,6.4003910000010364,0
2015-01-14,5.690429000000222,0
2015-01-15,5.879882999999609,0
2015-01-16,6.169921999999133,0
2015-01-17,5.519530999999915,0
2015-01-18,5.490235000001121,0
2015-01-19,7.669921999999133,0
2015-01-20,7.889648000000307,0
2015-01-21,8.709961000000476,0
2015-01-22,7.4404299999987416,0
2015-01-23,8.419922000000952,0
2015-01-24,6.12988199999927,0
2015-01-25,5.87011800000073,0
2015-01-26,8.27050699999927,0
2015-01-27,7.6591800000005605,0
2015-01-28,7.890625,0
2015-01-29,6.080078000000867,0
2015-01-30,6.540038999999524,0
2015-01-31,3.609375,0
2015-02-01,2.240234999999302,0
2015-02-02,6.870117000000391,0
2015-02-03,8.280273000000307,0
2015-02-04,8.919921999999133,0
